source_key,source,source_id,source_statement,capability_id,capability,disposition,justification
specs/073-program-hardening/spec.md:FR-021,specs/073-program-hardening/spec.md,FR-021,"Offline operation after install, upgrade, or rollback MUST use verified local snapshots/artifacts and MUST expose remote refresh as unavailable rather than failing unrelated local capabilities.",CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/073-program-hardening/spec.md:FR-022,specs/073-program-hardening/spec.md,FR-022,"Uninstall and purge MUST use reviewed effect plans that distinguish runtime removal, retained user state, reference-held evidence, reclaimable cache, and irreversible deletion.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-023,specs/073-program-hardening/spec.md,FR-023,"Reference-safe purge MUST refuse deletion while any installation, workspace, workflow run, report, export, lease, or rollback record requires the content.",CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/073-program-hardening/spec.md:FR-024,specs/073-program-hardening/spec.md,FR-024,"Native and Docker lifecycle tests MUST populate representative catalog, model, workspace, Rivet, scenario, cache, and evidence state before update/rollback/uninstall persistence assertions.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-025,specs/073-program-hardening/spec.md,FR-025,"Compatibility evidence MUST bind product version, artifact digest, platform, architecture, manager profile when applicable, lifecycle steps, persistence assertions, source isolation, and forbidden executable audit.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-026,specs/073-program-hardening/spec.md,FR-026,"Windows x64, Linux x64, Linux ARM64, macOS x64/ARM64, and Docker support MUST remain evidence-driven; unavailable environments MUST remain explicitly unverified rather than blocking deterministic work on available environments.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-027,specs/073-program-hardening/spec.md,FR-027,Docker validation MUST use the clean selected-server process and MUST NOT add MCP-specific host software to the base image merely to make catalog validation pass.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-028,specs/073-program-hardening/spec.md,FR-028,"Release rehearsal MUST build or select immutable candidates once, perform only local/non-publishing validation, and never create tags, publish packages/images/docs, accept licenses, or mutate production systems.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/073-program-hardening/spec.md:FR-029,specs/073-program-hardening/spec.md,FR-029,The development merge gate MUST include deterministic tests for every regression class found during Loops 068-073 and MUST remain the feature-to-development source of truth.,CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-030,specs/073-program-hardening/spec.md,FR-030,"If CI exposes a deterministic failure absent from the merge gate, the gate and contributor documentation MUST be updated in the same fix.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/073-program-hardening/spec.md:FR-031,specs/073-program-hardening/spec.md,FR-031,"Every critical interactive control MUST have a stable test identity, accessible name, keyboard operation, visible focus, and text that does not rely on color alone.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-032,specs/073-program-hardening/spec.md,FR-032,"Critical journeys MUST remain usable at 320 CSS pixels, 200% zoom, keyboard-only navigation, and reduced-motion preferences without hidden confirmations, status, cancellation, evidence, or recovery.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-033,specs/073-program-hardening/spec.md,FR-033,"Long-running operations MUST expose current phase, bounded progress or honest indeterminate status, elapsed observation, cancellation availability, terminal state, and recovery without excessive live-region repetition.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/073-program-hardening/spec.md:FR-034,specs/073-program-hardening/spec.md,FR-034,"Reload and restart MUST restore durable state without replaying confirmation, export, install, enable, start, cancel, update, rollback, uninstall, or purge mutations.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-035,specs/073-program-hardening/spec.md,FR-035,"Automated accessibility evidence MUST cover normal, blocked, failure, cancellation, residue, restart, comparison, and export-preview journeys and report serious/critical findings separately from pre-existing unrelated warnings.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-036,specs/073-program-hardening/spec.md,FR-036,"Wright MUST provide support and operator documentation for onboarding, diagnostic preview/export, compatibility interpretation, offline use, update, rollback, uninstall, purge, and retained state.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/073-program-hardening/spec.md:FR-037,specs/073-program-hardening/spec.md,FR-037,"Documentation and interfaces MUST preserve the distinctions among confirmed MCPs, hosted/API candidates, watchlist entries, generated model fixtures, qualified private models, and vetted public models.",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/073-program-hardening/spec.md:FR-038,specs/073-program-hardening/spec.md,FR-038,"Gate E MUST remain closed: no test, diagnostic, recovery, rehearsal, or workflow may start printers, spindles, motion, heat, robots, PLCs, or other physical machinery.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-039,specs/073-program-hardening/spec.md,FR-039,"Normal validation MUST require no paid service, proprietary application, credential, GPU, hardware, large download, remote-code execution, or license acceptance.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:FR-040,specs/073-program-hardening/spec.md,FR-040,"The final integration MUST incorporate the latest remote development and engineering catalog history, pass the authoritative gate on the exact merge tree, preserve a clean worktree, and verify local/remote synchronization after one reviewed development merge.",CAP-017,"Immutable run, step, activity, and output records",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:SC-001,specs/073-program-hardening/spec.md,SC-001,"Both representative deterministic engineering journeys complete in no more than five minutes and twenty primary interactions, and every intentionally blocked variant reaches the correct recovery in no more than three primary interactions.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/073-program-hardening/spec.md:SC-002,specs/073-program-hardening/spec.md,SC-002,"One hundred percent of catalog, model, gateway, Rivet, scenario, lifecycle, cancellation, residue, and upgrade failures in the acceptance set show the correct provider category, stable reason, and safe next action with no false success.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/073-program-hardening/spec.md:SC-003,specs/073-program-hardening/spec.md,SC-003,"Diagnostic preview and export pass all secret/private-payload scans across at least twenty adversarial value classes, stay within declared limits, and retain exact safe correlation for every included failure.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:SC-004,specs/073-program-hardening/spec.md,SC-004,"Predecessor-to-current upgrade, current-to-predecessor rollback, reinstall, uninstall, purge, restart, and offline drills preserve or explicitly account for one hundred percent of seeded durable state.",CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/073-program-hardening/spec.md:SC-005,specs/073-program-hardening/spec.md,SC-005,Unchanged retained catalog/model/workflow/run material identities compare equal after restart; every deliberately changed material identity becomes stale or appears as an explicit difference.,CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/073-program-hardening/spec.md:SC-006,specs/073-program-hardening/spec.md,SC-006,Available native and Docker lifecycle tests pass every claimed step and persistence assertion; unavailable platform/architecture combinations produce zero supported claims.,CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/073-program-hardening/spec.md:SC-007,specs/073-program-hardening/spec.md,SC-007,"Every critical journey passes keyboard-only, 320 CSS pixel, 200% zoom, reduced-motion, focus restoration, non-color status, and automated accessibility checks with zero serious/critical findings.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:SC-008,specs/073-program-hardening/spec.md,SC-008,"Progress and cancellation tests produce no late success, no repeated mutation, cancellation delivery within one second, and either clean owned cleanup within five seconds or explicit residue recovery.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/073-program-hardening/spec.md:SC-009,specs/073-program-hardening/spec.md,SC-009,"Normal gates perform zero paid/proprietary/hardware actions, zero license acceptance, zero private data publication, and zero physical actuation.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:SC-010,specs/073-program-hardening/spec.md,SC-010,The development merge gate passes on the exact final integration tree and contains a deterministic check for every recorded program gate finding.,CAP-032,"Model configuration, deterministic/AI execution, and exact identity",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/073-program-hardening/spec.md:SC-011,specs/073-program-hardening/spec.md,SC-011,"The integration branch, local development branch, and remote development branch are clean and synchronized after the single reviewed merge, with matching tested/merged tree hashes recorded in the progress log.",CAP-029,Engineering-process outcomes across the customer story catalog,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:FR-001,specs/074-windows-mcp-qualification/spec.md,FR-001,The qualification system MUST hard-code and expose exactly the seven approved catalog IDs and MUST fail closed before any side effect for all other identifiers.,CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-002,specs/074-windows-mcp-qualification/spec.md,FR-002,"The approved processing order MUST be `brep-mcp`, `solid-edge-mcp-burhop`, `aps-mcp-server-nodejs`, `autodesk-product-help-mcp`, `autodesk-fusion-desktop-mcp`, `autodesk-fusion-data-mcp`, then `onshape-labs-featurescript-mcp`.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:FR-003,specs/074-windows-mcp-qualification/spec.md,FR-003,"Every server MUST receive a source and safety preflight covering publisher, canonical source, immutable revision or package version, license, Windows method, launch method, documented network destinations, credentials, host requirements, maintenance status, install hooks, dependencies, subprocesses, filesystem access, exposed tools, and material risks.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-004,specs/074-windows-mcp-qualification/spec.md,FR-004,"An unresolved material safety concern MUST produce `safety_blocked` evidence without installing, downloading executable content, launching, connecting, or executing the server.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/074-windows-mcp-qualification/spec.md:FR-005,specs/074-windows-mcp-qualification/spec.md,FR-005,"Qualification MUST isolate package and generated state beneath Wright-owned temporary roots, avoid administrator/global/system changes, use bounded subprocesses, and never require changes to Windows security controls.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-006,specs/074-windows-mcp-qualification/spec.md,FR-006,"Recipes MUST be structured data with pinned source identities, explicit operations, transports, safe probes, allowed network destinations, timeouts, byte ceilings, expected residue, and cleanup instructions; arbitrary operator-supplied shell strings MUST NOT become qualification authority.",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-007,specs/074-windows-mcp-qualification/spec.md,FR-007,"Evidence MUST independently record `source_current`, `windows_install_passed`, `mcp_started`, `protocol_passed`, `safe_probe_passed`, `wright_install_passed`, `wright_gateway_passed`, and `cleanup_passed`.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/074-windows-mcp-qualification/spec.md:FR-008,specs/074-windows-mcp-qualification/spec.md,FR-008,"Each stage MUST use only `passed`, `partial`, `failed`, `safety_blocked`, `obsolete_or_unavailable`, `not_applicable`, or `not_tested`, with a stable reason and recovery guidance when not passed.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/074-windows-mcp-qualification/spec.md:FR-009,specs/074-windows-mcp-qualification/spec.md,FR-009,"Protocol evidence MUST record initialization, initialized notification, tool listing, server identity, negotiated protocol version, tool count, tool-schema digest, transport faults, stdout contamination, shutdown result, and applicable timing.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:FR-010,specs/074-windows-mcp-qualification/spec.md,FR-010,"Safe probes MUST be documented, bounded, and non-destructive outside their disposable workspace. They MUST be read-only except that `brep-mcp` MAY run one exact pinned and reviewed deterministic geometry program whose only writes are bounded artifacts inside the disposable qualification root. Real engineering documents, destructive tools, physical control, manufacturing actions, uploads, publishing, operator-supplied or unbounded code, and undocumented endpoints MUST never be invoked.",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-011,specs/074-windows-mcp-qualification/spec.md,FR-011,"A missing commercial host, add-in, live session, credential, subscription, or license MUST remain separate from package and protocol results and MUST NOT by itself classify an installable MCP as incompatible.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-012,specs/074-windows-mcp-qualification/spec.md,FR-012,Remote registrations MUST be distinguished from local package installation and MAY mark local installation `not_applicable`.,CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-013,specs/074-windows-mcp-qualification/spec.md,FR-013,"Wright onboarding evidence MUST use the real onboarding boundary, distinguish preview from confirmed state, and confirm installation does not incorrectly require a commercial host to be running.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-014,specs/074-windows-mcp-qualification/spec.md,FR-014,"Gateway evidence MUST prove discovery through Wright's managed MCP runner and workspace gateway, with expected prefixed tools and at most one approved safe read-only proxy call when prerequisites permit.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:FR-015,specs/074-windows-mcp-qualification/spec.md,FR-015,"Cleanup MUST stop process trees, remove isolated test state where practical, verify Wright registry consistency, detect unexpected residue, and prove unrelated MCPs, applications, files, and settings were untouched.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/074-windows-mcp-qualification/spec.md:FR-016,specs/074-windows-mcp-qualification/spec.md,FR-016,"Persisted evidence MUST redact credentials, environment values, sensitive commands and arguments, private paths, and subprocess content while retaining bounded digests, counts, timings, classifications, and recovery.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/074-windows-mcp-qualification/spec.md:FR-017,specs/074-windows-mcp-qualification/spec.md,FR-017,"Each server MUST produce a structured evidence file and readable report, and the run MUST produce a consolidated Windows matrix, progress log, installed-items ledger, cleanup ledger, and explicit non-allowlist proof.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/074-windows-mcp-qualification/spec.md:FR-018,specs/074-windows-mcp-qualification/spec.md,FR-018,"Catalog claims and the MCP Server Library projection MUST be derived only from current saved evidence and MUST show separate source, package/registration, MCP startup, protocol, host/backend, Wright setup, gateway, and cleanup states plus date.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-019,specs/074-windows-mcp-qualification/spec.md,FR-019,"Evidence MUST become stale when its pinned source, package, tool-schema digest, machine fingerprint, or credential binding no longer matches, and stale evidence MUST not support a current works-on-Windows claim.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-020,specs/074-windows-mcp-qualification/spec.md,FR-020,"Offline regression tests MUST use fake or local fixtures, exercise the allowlist and safety boundary, and MUST never install or execute a real non-allowlisted MCP.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:FR-021,specs/074-windows-mcp-qualification/spec.md,FR-021,"The run MUST checkpoint and continue after each server when a credential, subscription, administrator right, commercial host installation, unsafe behavior, or unavailable external service prevents further progress.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:FR-022,specs/074-windows-mcp-qualification/spec.md,FR-022,"Wright MUST say “Installs on Windows with no problems” only when installation, startup, protocol discovery, Wright registration, clean shutdown, and cleanup passed without unexpected side effects; backend and gateway validation MUST remain separate claims.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/074-windows-mcp-qualification/spec.md:SC-001,specs/074-windows-mcp-qualification/spec.md,SC-001,"100% of non-allowlisted fixture requests are rejected before the first network, installer, subprocess, connection, or registration seam.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:SC-002,specs/074-windows-mcp-qualification/spec.md,SC-002,"All seven approved servers have a dated Windows evidence pair and terminal classification, and the consolidated matrix accounts for all eight stages without blank or ambiguous compatibility cells.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:SC-003,specs/074-windows-mcp-qualification/spec.md,SC-003,"100% of qualification artifacts pass automated secret, private path, command-argument, and unbounded-output redaction checks.",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:SC-004,specs/074-windows-mcp-qualification/spec.md,SC-004,"Hung fixture processes are stopped and their process trees cleaned within 10 seconds of the configured timeout, with no residue outside the declared isolated roots.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:SC-005,specs/074-windows-mcp-qualification/spec.md,SC-005,"An engineer can determine source, package/registration, MCP startup, protocol, host/backend, Wright setup, gateway, and cleanup status plus evidence age for any qualified server from one detail view in under 30 seconds.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:SC-006,specs/074-windows-mcp-qualification/spec.md,SC-006,"Fixture evidence invalidated by any one source, package, schema, machine, or credential-binding change is shown as stale in every tested case.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/074-windows-mcp-qualification/spec.md:SC-007,specs/074-windows-mcp-qualification/spec.md,SC-007,The final installed-items and execution ledger contains only the seven allowlisted identifiers and explicitly records zero non-allowlisted MCP installations or executions.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/074-windows-mcp-qualification/spec.md:SC-008,specs/074-windows-mcp-qualification/spec.md,SC-008,"Focused offline regression coverage and the authoritative development merge gate pass, or a genuine host-only limitation is recorded with its exact failing command and unaffected scope.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-001,specs/075-rivet-run-inspector/spec.md,FR-001,The workspace MUST present a compact run summary containing state and elapsed or completed duration for the current or most recently selected run.,CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/075-rivet-run-inspector/spec.md:FR-002,specs/075-rivet-run-inspector/spec.md,FR-002,The workspace MUST provide a collapsible Run Inspector that does not permanently consume horizontal canvas space.,CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/075-rivet-run-inspector/spec.md:FR-003,specs/075-rivet-run-inspector/spec.md,FR-003,"While a run is active, the Run Inspector MUST show elapsed time, the current step when known, and completed-step progress when known.",CAP-012,Progressive inspector and synchronized selection,revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:FR-004,specs/075-rivet-run-inspector/spec.md,FR-004,"For a completed run, the Run Inspector MUST show all available named final outputs and clearly distinguish final outputs from intermediate step results.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-005,specs/075-rivet-run-inspector/spec.md,FR-005,"Result presentation MUST support readable text, structured data, lists, links, and artifact references with appropriate view, copy, download, or open actions when those actions are available.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-006,specs/075-rivet-run-inspector/spec.md,FR-006,Large results MUST use a bounded initial rendering while retaining a clear way to inspect or export the complete available value.,CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-007,specs/075-rivet-run-inspector/spec.md,FR-007,"The Run Inspector MUST show an ordered execution-step view with associated node, MCP tool or operation, state, and duration when available.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-008,specs/075-rivet-run-inspector/spec.md,FR-008,"Selecting an execution step MUST highlight and bring the corresponding current canvas node into view; if the original node is absent, the interface MUST explain that condition.",CAP-009,Canvas readability and renderer-neutral projection,revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:FR-009,specs/075-rivet-run-inspector/spec.md,FR-009,"Canvas execution states MUST communicate running, succeeded, failed, cancelled, and not-run conditions without relying on color alone.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-010,specs/075-rivet-run-inspector/spec.md,FR-010,"On failure, the Run Inspector MUST open automatically and present a plain-language summary, the failing node or operation, and a recommended recovery action.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:FR-011,specs/075-rivet-run-inspector/spec.md,FR-011,"Failure details MUST optionally expose the run identity, tool or operation identity, reason code, trace identity when available, and relevant diagnostic evidence.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:FR-012,specs/075-rivet-run-inspector/spec.md,FR-012,A failed run MUST retain and display available successful upstream step results and distinguish them from failed or unstarted steps.,CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-013,specs/075-rivet-run-inspector/spec.md,FR-013,The interface MUST always allow an eligible workflow to be rerun from the start and MUST offer partial retry only when the system can determine that retrying from that point is safe.,CAP-029,Engineering-process outcomes across the customer story catalog,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-014,specs/075-rivet-run-inspector/spec.md,FR-014,Refreshing or reopening a workspace during an active run MUST reconnect to the existing run and MUST NOT create a duplicate run solely because the page reloaded.,CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-015,specs/075-rivet-run-inspector/spec.md,FR-015,"The workspace MUST provide bounded recent-run history with revision, start time, final state, duration, and result or diagnostic availability.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:FR-016,specs/075-rivet-run-inspector/spec.md,FR-016,Historical run inspection MUST identify the workflow revision used and distinguish it from the currently open revision.,CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-017,specs/075-rivet-run-inspector/spec.md,FR-017,"Outputs, copies, exports, diagnostics, and error summaries MUST apply the product's redaction rules before information is shown or transferred.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:FR-018,specs/075-rivet-run-inspector/spec.md,FR-018,"If result data was truncated, omitted, expired, or unavailable, the interface MUST disclose that limitation and MUST NOT present partial data as complete.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-019,specs/075-rivet-run-inspector/spec.md,FR-019,"Run status, inspector controls, execution steps, outputs, and recovery actions MUST be keyboard operable and understandable with assistive technology.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-020,specs/075-rivet-run-inspector/spec.md,FR-020,"The feature MUST preserve existing workflow Run, Run Options, Cancel, save-before-run, and lint behavior while improving their status and result presentation.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-021,specs/075-rivet-run-inspector/spec.md,FR-021,"Automated UI coverage MUST include default, running, succeeded, failed, cancelled, refreshed, historical, empty-output, large-output, and redacted-output states.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-022,specs/075-rivet-run-inspector/spec.md,FR-022,"A healthy in-flight MCP call MUST NOT be cancelled by routine status polling or observation; cancellation evidence MUST distinguish user cancellation, configured timeout, explicit server-generation replacement, and transport cancellation when the source is known.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:FR-023,specs/075-rivet-run-inspector/spec.md,FR-023,"The editor surface MUST provide a visible keyboard-operable action to focus the currently open workflow, while accessibility status announcements MUST remain passive and non-interactive.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:SC-001,specs/075-rivet-run-inspector/spec.md,SC-001,"In usability testing, at least 90% of participants can identify whether a run succeeded and open its complete primary result within two interactions after completion.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
